X$KCBKPFS|kernel cache buffer checkpoint prefetch statistics
X$KCBKWRL|kernel cache buffer checkpoint write list
X$KCBLDRHIST|kernel cache buffer loader direct read history
X$KCBLSC|kernel cache buffers loader session counters?
X$KCBMKID|kernel cache buffer make identifier? seems to be part of tablespace encryption
X$KCBMMAV|kernel cache buffers mean time (to recovery) advice
X$KCBOBH|kernel cache buffer object buffer header
X$KCBOQH|kernel cache buffer object queue header
X$KCBPDBRM|kernel cache buffer pdb resource metric
X$KCBPINTIME|
X$KCBPRFH|
X$KCBSC|kernel cache buffers size advice
X$KCBSDS|
X$KCBSH|kernel cache buffers simulated (datafile) headers
X$KCBSW|kernel cache buffer statistics why
X$KCBTEK|kernel cache buffers tablespace encryption key
X$KCBUWHY|kernel cache buffer statistics why
X$KCBVBL|kernel cache buffer very large memory blocks?
X$KCBWAIT|kernel cache buffers wait
X$KCBWBPD|kernel cache buffer workingset buffer pool descriptor
X$KCBWDS|kernel cache buffer workingset descriptors
X$KCBWH|kernel cache buffer where
X$KCCACM|
X$KCCADFC|
X$KCCAGF|kernel cache controlfile archived logs fast recovery area
X$KCCAL|kernel cache controlfile archived log
X$KCCBF|kernel cache controlfile backup datafile
X$KCCBI|kernel cache controlfile backup spfile
X$KCCBL|kernel cache controlfile backup redolog
X$KCCBLKCOR|kernel cache controlfile block corruption
X$KCCBP|kernel cache controlfile backup piece
X$KCCBS|kernel cache controlfile backup set
X$KCCCC|kernel cache controlfile copy corruption
X$KCCCF|kernel cache controlfile control file
X$KCCCP|kernel cache controlfile checkpoint progress
X$KCCDC|kernel cache controlfile datafile copy
X$KCCDFHIST|
X$KCCDI|kernel cache controlfile database information
X$KCCDI2|kernel cache controlfile database information
X$KCCDL|kernel cache controlfile deleted object
X$KCCFC|kernel cache controlfile file corruption
X$KCCFE|kernel cache controlfile foreign entity?
X$KCCFLE|kernel cache controlfile flashback log entry?
X$KCCFN|kernel cache controlfile file name
X$KCCIC|kernel cache controlfile (database) incarnation
X$KCCIRT|
X$KCCLE|kernel cache controlfile logfile entry
X$KCCLH|kernel cache controlfile log history
X$KCCNRS|kernel cache controlfile non-guaranteed checkpoint
X$KCCOR|kernel cache controlfile offline range
X$KCCPA|kernel cache controlfile proxy archivelog
X$KCCPD|kernel cache controlfile proxy datafile
X$KCCPDB|kernel cache controlfile pluggable databases
X$KCCPIC|
X$KCCRDI|kernel cache controlfile recovery destination
X$KCCRL|kernel cache controlfile foreign redo log
X$KCCRM|kernel cache controlfile rman configuration
X$KCCRS|kernel cache controlfile record section
X$KCCRSP|kernel cache controlfile restorepoint
X$KCCRSR|kernel cache controlfile rman status
X$KCCRT|kernel cache controlfile redo thread
X$KCCSL|kernel cache controlfile standby log
X$KCCTF|kernel cache controlfile tempfile
X$KCCTIR|kernel cache controlfile thread instance number
X$KCCTKH|
X$KCCTS|kernel cache controlfile tablespace
X$KCFIO|kernel cache file io
X$KCFIOFCHIST|
X$KCFIOHIST|kernel cache file io history
X$KCFISCAP|kernel cache file intelligent storage capabilities
X$KCFISOSS|kernel cache file intelligent storage oracle storage state
X$KCFISOSSAWR|kernel cache file intelligent storage oracle storage state automatic workload repository
X$KCFISOSSC|kernel cache file intelligent storage oracle storage state configuration
X$KCFISOSSL|kernel cache file intelligent storage oracle storage state l?
X$KCFISOSSN|kernel cache file intelligent storage oracle storage state networked thread (on cell)
X$KCFISOSST|kernel cache file intelligent storage oracle storage state snapshots
X$KCFISTCAP|kernel cache file intelligent storage tablespace capabilities
X$KCFISTSA|kernel cache file intelligent storage tablespace attributes
X$KCFTIO|kernel cache file temp io
X$KCFTIOHIST|kernel cache file temp io history
X$KCKCE|kernel cache compatility compatibility entries
X$KCKFM|kernel cache compatility formats
X$KCKTY|kernel cache compatility types
X$KCLCRST|kernel cache lock consistent read statistics
X$KCLCURST|kernel cache lock current read statistics
X$KCLDELTAST|
X$KCLFH|kernel cache lock file hashtable
X$KCLFI|kernel cache lock file index
X$KCLFX|kernel cache lock freelist statistics
X$KCLLS|kernel cache lock (per lock) free list statistics
X$KCLPINGPIN|
X$KCLPINGWEV|
X$KCLQN|kernel cache lock ? name (hash table statistics)
X$KCLRCVST|kernel cache lock receive histogram
X$KCMSCN|kernel cache maximum scn
X$KCNT|
X$KCPDBINC|kernel cache pluggable database incarnation
X$KCPXPL|kernel cache platform cross platform. shwo platform name, id and endian type
X$KCRFDEBUG|
X$KCRFSTRAND|kernel cache redo file strand
X$KCRFWS|kernel cache redo file write status
X$KCRFX|kernel cache redo file context
X$KCRMF|kernel cache redo mediarecovery file context
X$KCRMT|kernel cache redo mediarecovery thread context
X$KCRMX|kernel cache redo mediarecovery (recovery) context
X$KCRRALG|
X$KCRRARCH|kernel cache redo recovery archive (processes)
X$KCRRASTATS|
X$KCRRDEST|
X$KCRRDGC|
X$KCRRDSTAT|kernel cache redo recovery archive destionation status
X$KCRRLNS|kernel cache redo recovery (process) lns
X$KCRRMS|
X$KCRRNHG|kernel cache recovery destination histogram
X$KCRRPTDGSTATS|
X$KCRRPVRS|
X$KCTICW|kernel cache thread instance recovery writes?
X$KCTLAX|
X$KCVDF|kernel cache recovery datafile
X$KCVFH|kernel cache recovery file header
X$KCVFHTMP|kernel cache recovery file hader tempfile
X$KDKVIMHASHINDEX|kernel data key-value in memory hash index
X$KDKVIMHASHINDEX_OBJECTS|kernel data key-value in memory hash index objects
X$KDLT|kernel data lob temporary
X$KDLU_STAT|kernel data lob securefiles statistics
X$KDMADOELEMENTS|kernel data in-memory automatic data optimization elements
X$KDMADOTASKDETAILS|kernel data in-memory automatic data optimization task details
X$KDMADOTASKS|kernel data in-memory automatic data optimization tasks
X$KDMIMCCOL|kernel data in-memory in-memory columnar columns
X$KDMIMCHEAD|kernel data in-memory in-memory columnar header
X$KDMIMDELTAHEAD|kernel data in-memory delta header
X$KDMIMEUCOL|kernel data in-memory in-memory expression unit columns
X$KDMIMEUHEAD|kernel data in-memory in-memory expression unit header
X$KDMUFASTSTARTAREA|kernel data in-memory ? fast start area
X$KDMUGLOBALDICT|kernel data in-memory ? global dictionary
X$KDMUGLOBALDICTPMAP|kernel data in-memory ? global dictionary piecemap
X$KDMUGLOBALDICTSO|kernel data in-memory ? global dictionary sort order
X$KDMUGLOBALDICTVER|kernel data in-memory ? global dictionary version
X$KDMUSEGDICT|kernel data in-memory ? segment dictionary
X$KDMUSEGDICTPMAP|kernel data in-memory ? segment dictionary piecemap
X$KDMUSEGDICTSO|kernel data in-memory ? segment dictionary sort order
X$KDMUSEGDICTVER|kernel data in-memory ? segment dictionary version
X$KDNSSF|kernel data number sequence enqueues flush enqueue objects
X$KDXHS|kernel data index histogram
X$KDXST|kernel data index status
X$KDZCOLCL|kernel data security column compression level. this column shows the compression level for in-memory column store columns
X$KD_COLUMN_STATISTICS|kernel data column statistics
X$KEACMDN|kernel event advisor command numbers
X$KEAFDGN|kernel event advisor finding names
X$KEAOBJT|kernel event advisor object types
X$KECPDENTRY|kernel event real application testing process ? entry
X$KECPRT|kernel event real application testing process replay thread
X$KECPTC|kernel event real application testing process timed commits
X$KECUC_CACHE|
X$KEC_COMPONENT_TIMING|kernel event real application testing component timing
X$KEC_PROGRESS|kernel event real application testing progress
X$KEHECLMAP|kernel event helper(addm?) events classes map
X$KEHETSX|
X$KEHEVTMAP|kernel event helper(addm?) events map
X$KEHF|kernel event helper(addn?) findings
X$KEHOSMAP|kernel event helper(addm?) operating system map
X$KEHPRMMAP|kernel event helper(addm?) parameter map
X$KEHR|kernel event helper(addm?) rules
X$KEHRP|kernel event helper(addm?) rules parameters
X$KEHR_CHILD|kernel event helper(addm?) rules child
X$KEHSQT|kernel event helper(addm?) sql tables
X$KEHSYSMAP|kernel event helper(addm?) system map
X$KEHTIMMAP|kernel event helper(addm?) time map
X$KEIUT|kernel event index usage table
X$KEIUT_INFO|kernel event index usage table info
