Ldi|date/time conversion
kauxsin|insert a key into x index segment(s) only 
kb|backup
kbc|backup appliance containers
kbrs|backup appliance
kc|cache
kcb|buffers
kcb_sync_last_change|call kcrf_commit_force to sync redo
kcbapl|apply (changes to buffer; kcoapl executes changes)
kcbb|databasewriter
kcbbacq|active checkpoint queue
kcbbdrv|central write driver
kcbblwr|create redo records for list of blocks written (media recovery marker)
kcbbwlru|write buffers from one of the LRU write lists
kcbbxsv|take single buffer and check if we have to return to LRU
kcbcbo|call begin object checkpoint (?)
kcbchg|change a block
kcbchg1|change a block
kcbchk_ctx|check context, execute check functions
kcbdbh|dump one buffer
kcbdnb|dump n buffers
kcbema|exam and maybe applu
kcbgcur|get current read
kcbget|get buffer (retry scan performed earlier by kcbgtcr)
kcbgtcr|get consistent read
kcbh|header
kcbhfix_tail|update tail (low-order two bytes of the scn+block type+block sequence number)
kcbhlchk|logical check 
kcbhsbs_ub8|write SCN base and wrap in buffer header
kcbhxor|xor buffer contents
kcbhxoro|operation
kcbibr|invalidate range of blocks
kcbism|is medium (selection of read strategy)
kcbispnd|is (buffer) pinned (is buffer pinned stat is incremented)
kcbipnns|is (buffer) pinned (no statistics)
kcbk|checkpoint queue manipulation
kcbk_prefetch_track|db_block_prefetch administration
kcbklbc|link buffer into ckpt queue
kcbkllrba|find lowest low RBA on checkpoint queues
kcbl|direct io routines
kcblci|check input
kcblgt|get buffer
kcblin|operations for redo-less write interface
kcblnb|load new buffer
kcblnb_dscn|load new buffer
kcblrd|initiate read ahead
kcblrl|load release buffer
kcblrs|read submit
kcblsy|load sync IO
kcbnlc|analyze cleanout
kcbo|object queue
kcbo_ckpt_obj|fast object checkpoint
kcbpioq|physical IO queueing (batched in planline)
kcbpioqAddIO|add IO to batched IO
kcbpioqInit|initialize memory area in shared pool
kcbpioqRegisterClient|create memory area in shared pool main function
kcbpioqWillWaitForIO|save IO for batching
kcbpioqcInit|initialize memory area in pga
kcbr_apply_pending|apply changed pending read completion
kcbr_media_apply|apply change vector for media recovery
kcbrbuf|get a recovery buffer
kcbrls|release pin 
kcbtema|thread recovery examine and maybe apply
kcbtse|tablespace encryption
kcbtse_encdec_tbsblk|block encrypt
kcbtse_get_tbskey|get tablespace key, decrypt the key if needed
kcbtsn|get tablespace number
kcbs|simulator
kcbsacc|access 
kcbw|working set management
kcbz|subroutines for kcb
kcbz_encdec_tbsblk|tablespace block encrypt
kcbz_fp_cr|fast pin consistent read
kcbz_fp_shr|fast pin shared mode
kcbz_fr_buf|free buffer
kcbz_free_table_scan_read_buffer|free buffered multiblock read buffer
kcbz_table_scan_read|buffered multiblock read main loop
kcbzar|release buffer
kcbzcb|create/maybe clone buffer
kcbzdh|dump buffer routine
kcbzfb|format block
kcbzfs|free state object (buffer handle/kcbbf)
kcbzgb|get cr/read/rec (space for) buffer with dba/class; set buffer state to reading
kcbzgm|get (space for) multiblock buffer
kcbzgs|get state object (buffer handle/kcbbf)
kcbzgsf|fast
kcbzgws|get write list
kcbzib|input buffer (reads a block from disk into a buffer)
kcbzibmlt|for multiblock read
kcbzpb|prepare block for write. calls kcbhpwb to prepare block for write
kcbztek_trace_blk|tablespace encryption check(?)
kcbzvb|verify buffer
kcbzwb|wait buffer (buffer busy wait)
kcbzwc|wait (write) complete
kcbzwcw|wait
kcc|controlfile
kccbcx|begin control transaction
kccccf|close control files
kccchb|cache header block 
kccchm|cache header block 
kcccmt|commit changes
kccecx|end controlfile transaction
kccexpd|expand controlfile section for rectype
kccgft|get for fixed table
kcckfr|deallocate controlfile cache using kernel memory free routine
kccocx|open control transaction
kccpcp|prepare(?) checkpoint progress records
kccrhd|read header
kccwbp|write block physically
kccxfe|fixed table callback: database file entries
kcf|file management
kcfaioe|aio error. checks if aio is possible.
kcfbsy|background synchronisation of SGA and controlfile
kcfcaf|close all files
kcfcld|close database
kcfcsy|cross instance sync
kcfida|identify file action
kcfis|intelligent storage
kcfis_tablespace_is_on_sage|test if tablespace is on exadata
kcfl|loader
kcflci|check status of IO
kcflwi|wait for IO
kcfopd|open/close database code
kcfrbd|read buffers from database
kcfris|release instance state queue
kcfrms|DBMS_SYSTEM.KCFRMS_ICD KCFRMS
kcfwatwr|wait for write IOs to finish (dbwr)
kcht|hash table
kci|oracle text
kck|compatibility
kcl|lock manager/buffer cache
kcl_dissolve_affinity|DBMS_CACHEUTIL.KCL_DISSOLVE_AFFINITY
kcl_dissolve_readmostly|DBMS_CACHEUTIL.KCL_DISSOLVE_READMOSTLY
kcl_grab_affinity|DBMS_CACHEUTIL.KCL_GRAB_AFFINITY
kcl_grab_readmostly|DBMS_CACHEUTIL.KCL_GRAB_READMOSTLY
kcl_obj_downconvert|DBMS_CACHEUTIL.KCL_OBJ_DOWNCONVERT
kclcfusion|claim fusion lock
kclcsfusion|start fusion recovery request
kclclaim|claim a recovery lock
kclcls|check lock status
kclcvb|convert lock background: send message(s) to background to convert lock
kclgclk|global cache lock
kclpto|background timeout action
kclrdone|recovery is done so cleanup buffer
kclscrs|setup consistent reads
kclwcrs|wait for consistent reads
kcm|miscellaneous
kcm_DisableAutoRollover|DBMS_SCN.DISABLEAUTOROLLOVER
kcm_EnableAutoRollover|DBMS_SCN.ENABLEAUTOROLLOVER
kcm_GetCurrentSCNParams|DBMS_SCN.GETCURRENTSCNPARAMS
kcm_GetSCNAutoRolloverParams|DBMS_SCN.GETSCNAUTOROLLOVERPARAMS
kcm_GetSCNParamsByCompat|DBMS_SCN.GETSCNPARAMSBYCOMPAT
kcmadj|adjust scn
kcmclscn|check lamport scn
kcmdsc|dfs: set/get/inc lock value scn and mess with backup scn if needed
kcmgtsf|get timestamp full
kcmtdif|time difference
kcn|nologging(?)
kco|operation
kco_blkchk|main block check function
kcoadv_hdr|advance SCN in buffer header
kcoapl|apply (changes to buffer)
kcoapl_validate|validate applied changes
kcopcv|prepare change vector/redo entry generation and retrieval
kcoubk|undo callback
kcosze|calculate undo record size
kcp_getafndbid|DBMS_TTS.GET_AFN_DBID
kcp_getafndbidxendian|DBMS_TTS.GET_AFN_DBIDXENDIAN
kcp_tse_get_protected_tse_key|DBMS_TTS.GET_PROTECTED_TSE_KEY_INT
kcp_tse_put_protected_tse_key|DBMS_TTS.PUT_PROTECTED_TSE_KEY_INT
kcpacomp|DBMS_PLUGTS.KCP_ACOMP
kcpaldfts|DBMS_PLUGTS.KCP_ALDTFS
kcpbexp|DBMS_PLUGTS.KCP_BEXP
kcpcheckxmlsch|DBMS_EXTENDED_TTS_CHECKS.KCP_CHECKXMLSCHEMA
kcpchkxPlatform|DBMS_PLUGTS.KCP_CHKXPLATFORM
kcpcmt|DBMS_PLUGTS.KCP_CMT
kcpgetchar|DBMS_PLUGTS.KCP_GETCHAR
kcpgetfh|DBMS_PLUGTS.KCP_GETFH
kcpinit|DBMS_PLUGTS.KCP_INIT INITIMPORT
kcpnewts|DBMS_PLUGTS.KCP_NEWTS
kcppd|DBMS_PLUGTSP.KCP_PD PATCHDICTIONARY
kcpplgdf|DBMS_PLUGTS.KCP_PLGDF
kcpplobp|DBMS_PLUGTSP.KCP_PLOBP PATCHLOBPROP
kcpptmd|DBMS_PLUGTSP.KCP_PTMD PATCHTABLEMETADATA
kcprdfh|DBMS_PLUGTS.KCP_RDFH
kcr|recovery
kcra|redo application/access
kcramr|apply media recovery
kcratr|thread redo application
kcratr_claim|claim recovery buffers
kcratr1|pass one: construct recovery set
kcratr2|pass two: apply change vectors
kcrcrl|corrupt redo log
kcrf|file
kcrf_cnv_fh_before_write|convert file header before write
kcrf_cnv_fh_after_read|convert file header after read
kcrf_cnv_fh_layout|convert file header layout
kcrf_commit_force|commit changes and post lgwr or wait for lgwr
kcrf_commit_force_int|(12c)
kcrf_get_logical_block_size|get redo block size
kcrf_pvt_strand_bind|try to bind private strand
kcrf_read_header|read header
kcrf_strand_ftcb|strand fetch callback (x$kcrfstrand helper function)
kcrf_sync_adaptive_set|set adaptive log file sync mode
kcrfds|do switch of current log
kcrfisd|redo is on disk
kcrfnl|next log
kcrp|parallel
kcrpap|apply change vector
kcrfrgv|get change vector header/data
kcrfsl|switch log
kcrfvh|verify header
kcrfw|write/broadcast SCN
kcrfw_alfs|adaptive log file sync
kcrfw_alfs_save_redowrite_time|save redo write time (lgwr)
kcrfw_alfs_cron_job|calculate alfs stats (ckpt)
kcrfw_cal_target_rba|calculate target redo byte address
kcrfw_copy_cv|copy change vectors to public redo buffer
kcrfw_do_null_write|execute write cycle without write only increase on disk SCN
kcrfw_do_write|execute write cycle with write and increase on disk and real redo SCN
kcrfw_gather_lwn|gather strand info for LWN batch and put results in PIC
kcrfw_gather_strand|gather strand write info
kcrfw_have_non_idle_strand|gather strands needing writing from PIC
kcrfw_partial_checksum|write checksum into the redo strand
kcrfw_post|post processing after (null)write
kcrfw_redo_gen|main redo generation function 
kcrfw_redo_gen_ext|(12c)
kcrfw_redo_write|redo
kcrfw_redo_write_driver|main redo handling function
kcrfw_redo_write_initpic|initialise pending IO context buffer (PIC)
kcrfw_slave_adaptive_cronjob|calculate lgwr slave stats (ckpt)
kcrfw_slave_group_main|main logwriter worker function
kcrfw_slave_group_postall|lgwr function to post lgwr workers
kcrfw_slave_queue_insert|main lgwr function to provide writes to lgwr workers
kcrfw_update_and_bcast_real_redo_scn|update real redo SCN and real write time in kcrfsg_
kcrfw_update_redo_blk_hdrs|obtain write info from PIC and write redo headers
kcrfw_wait_for_fg_copy|read redo copy latches accompanying shared pool structure to validate writes to redo are done
kcrfwh|write header
kcrfwi|write redo into the logfile
kcrfwl|sWitch logs
kcrfwnf|new file (?)
kcrfwr|write redo into the logbuffer
kcrfws|wait for space (logswitch)
kcrhvbo|header verify
kcrm|media recovery
kcropn|open online logfile for kcroio and kcrfoc
kcrp|recovery parallel
kcrpclaim|claim recovery buffers
kcrpsend_claim|send recovery buffer claim message
kcrpap|recovery parallel
kcrpdv|recovery parallel (driver?)
kcrr|redo archival
kcrrlh|log history
kcrv|recovery
kcrvfh|file headers
kcs|scn management
kcsadj1|adjust SCN
kcsadj3|adjust SCN
kcsaj8|adjust SCN
kcscu8|read current SCN
kcscur_rba|read redo byte address from kcrfsg_
kcscur3|read current SCN 
kcsdnfy|distributed notify
kcsgbsn|get batched SCN
kcsgbsn8|get batched SCN (12.2)
kcsgcsn|get current SCN
kcsgrsn|get recent SCN
kcsgssn|get snapshot SCN
kcsnew3|get new SCN 
kcsnew8|get new SCN
kcsm|shared routines
kct|threads
kctmttr|mean time to recover (?)
kctmttrest|estimation
kctrec|recovery threads, recover and close threads
kctrcp|record checkpoint progress
kcttsc|thread state change
kcv|recovery
kcvcca|checkpoint check action
kcvcrv|thread recovery
kcvdmr|do media recovery
kcvirv|instance recovery
kcvrcrba|read current redo byte address
kcvsurs|set unrecoverable SCN
kcvvra|verify reset allowed
kd|data
kda|analyze/statistics
kdasts|Statistics Scan driver
kdavls|validate structure driver
kdb|block structures and manipulation
kdbl|direct path load 
kdblai|database block loader array insertion
kdblailb|load block
kdbmrd|multi row slot delete
kdc|cluster
kdd|delete
kddchg|perform delete/update change
kdddgb|delete get block
kdeu|export unload
kdfs|dbfs c api
kdg|gathering
kdglfp|locator function perform
kdglfs|locator function scan block
kdgprd|Process Row Data
kdgpnb|pin block
kdgstp|STatistics Perform
kdgsts|Gathering STatistics Scan
kdgvsp|validate structure perform
kdgvss|validate structure scan
kdi|index
kdib|bitmap index generation definitions
kdiblsorget|extract key/rewoid from sorter
kdibc|bitmap index compression stream
kdibco|stream output
kdibh|hash table
kdibi|inversion item-table
kdibl|maintenance for dml and direct load
kdibq|queue class
kdibr|row source utility
kdic|create
kdicdrv|driver routine
kdicrws|using row source
kdics|cluster table scan
kdif|scan
kdifbk|fetches the single index row matching the argument key
kdifind|find the appropriate index block to store the key
kdifxs|fetch next or previous row from index block
kdifxs1|fetch row from index block inner function
kdiins0|inserts the argument key and associated keydata
kdiixs|index range scan
kdil|load
kdim|coalesce
kdis|split
kdiss|skip scan
kdiulk|undo leaf operation
kdizoltp|OLTP HIGH Index
kdk|search key
kdl|lob
kdl_write|write into an ilob instance
kdla|SecureFile Archive
kdlgsp_init|space management batching
kdlsfb|pull in up to size bytes of data from stream and start writing at offset
kdli|Inode
kdlrci|rci
kdlrdb|read a block at a time
kdlprl|read a contiguous range of blocks starting at a fatblock
kdlsfb|pull in upto size bytes of data from stream and start
kdlw|kdlw
kdlx|xfm
kdlxdup|dedup
kdlxgs_init|reclaim space from transaction freelist in index
kdm|IM data layer
kdmado|ADO
kdmd|dictionary and cache
kdmemopt_drop_object|DBMS_MEMOPTIMIZE.DROP_OBJECT_INT
kdmemopt_populate|DBMS_MEMOPTIMIZE.POPULATE_INT
kdmgd|GD
kdmime|IME
kdml|populating
kdmo|optimizer
kdmpdeallocateversions|DBMS_INMEMORY_ADMIN.DEALLOCATE_VERSIONS
kdmpdisablefaststart|DBMS_INMEMORY_ADMIN.FASTSTART_DISABLE
kdmpenablefaststart|DBMS_INMEMORY_ADMIN.FASTSTART_ENABLE
kdmpgetfaststarttbs|DBMS_INMEMORY_ADMIN.GET_FASTSTART_TABLESPACE
kdmpimecapexpr|DBMS_INMEMORY_ADMIN.IME_CAPTURE_EXPRESSIONS
kdmpimeclosewindow|DBMS_INMEMORY_ADMIN.IME_CLOSE_CAPTURE_WINDOW
kdmpimedropallexpr|DBMS_INMEMORY_ADMIN.IME_DROP_ALL_EXPRESSIONS
kdmpimeopenwindow|DBMS_INMEMORY_ADMIN.IME_OPEN_CAPTURE_WINDOW
kdmppopulate|DBMS_INMEMORY.POPULATE_INTERNAL
kdmprepopulate|DBMS_INMEMORY.REPOPULATE_INTERNAL
kdmpsegmentdeallocateversions|DBMS_INMEMORY.SEG_DEALLOC_VERS_INTERNAL
kdmr|background
kdn|sequence number
kdns|sequence enqueue
kdo|operations
kdoapl|apply
kdodrp|delete row piece
kdoirp|insert row piece
kdoiur|insert undo record
kdp|archive compression: pcode
kdq|query
kdrpCC|DBMS_REPAIR.CHECK_COMPAT
kdrpCO|DBMS_REPAIR.CHECK_OBJECT
kdrpDK|DBMS_REPAIR.DUMP_ORPHAN_KEYS
kdrpFB|DBMS_REPAIR.SEGMENT_FIX_STATUS
kdrpFC|DBMS_REPAIR.FIX_CORRUPT_BLOCKS
kdrpFL|DBMS_REPAIR.REBUILD_FREELISTS
kdrpOIC|DBMS_REPAIR.ONLINE_INDEX_CLEAN
kdrpRQI|DBMS_REPAIR.REBUILD_SHC_INDEX
kdrpRCK|DBMS_REPAIR.REPAIR_CLUSTER_INDEX_KEYCOUNT
kdrpSC|DBMS_REPAIR.SKIP_CORRUPT_BLOCKS
kds|seek/scan
kdse|extent
kdselini|list initialize
kdsc|cluster
kdscgr|table scan
kdsfbr|fetch by rowid. returns a pointer to the row header
kdsgnp|fetch by rowid get continued row piece (chained row)
kdsgrp|fetch by rowid get row piece
kdsics|cluster table scan
kdso|service object
kdst|table
kdst_compile|compile scan type
kdst_fetch|fetch blocks
kdst_mode|determine scan mode
kdstf|full ultra fast scan
kdstgr|get row
kdsttgr|full table scan
kdt|table insert
kdtchg|generate change
kdtgsp|table/cluster insert get space
kdtgrs|get space
kdtwrp|write row piece
kdtInsRow|insert a row immediately
kdu|update
kdugetpart|get partition information for a deleted or opdated row
kdumrp|update multiple row pieces
kduovw|updates already existing rows
kduurp|singe row update, main entry
kdusru|single row update
kdwf|worker framework
kdx|index
kdxokcmp|Auto Prefix Compressed Index
kdxt|temporary block
kdz|archive compression
kdza|compression
kdza_delete|DBMS_COMPRESSION.KDZA_DELETE
kdza_dump_map|DBMS_COMPRESSION.KDZA_DUMP_MAP
kdzc|compression
kdzcmptype|DBMS_COMPRESSION.KDZCMPTYPE
kdzd|decompression
kdzh|compression
kdzk|HPK
kdzs|decompression
ke|event
keadDeleteDirectivePLSQL|PRVT_ADVISOR.DELETE_DIRECTIVE_I
keadEvalDirectivePLSQL|PRVT_ADVISOR.EVAL_DIRECTIVE_VALUE_I
keadInsertDirDefPLSQL|PRVT_ADVISOR.INSERT_ADV_DIR_DEF_I
keadInsertDirectivePLSQL|PRVT_ADVISOR.INSERT_DIRECTIVE_I
keadUpdateDirDefPLSQL|PRVT_ADVISOR.UPDATE_ADV_DIR_DEF_I
keasEditPLSQL|PRVT_ADVISOR.EDIT
keauFormatMsgGroupPLSQL|PRVT_ADVISOR.FORMAT_MESSAGE_GROUP
keauFormatMsgPLSQL|PRVT_ADVISOR.FORMAT_MESSAGE
keauGetDbVersionPLSQL|PRVT_ADVISOR.GET_DB_VERSION
keauInterruptTaskPLSQL|PRVT_ADVISOR.SIGNAL_INTERRUPT
keauRecordErrorMsg|PRVT_ADVISOR.RECORD_ERRORMSG_CALLOUT
keauRecordJournalPLSQL|PRVT_ADVISOR.RECORD_JOURNAL
keauhtlPLSQL|PRVT_ADVISOR.HANDLE_LOCK
keautcintrPLSQL|PRVT_ADVISOR.TEST_CHECK_INTERRUPT
keb|MMON/MMNL infrastructure
kec|real application testing
kecpEntryCalibrate|DBMS_WORKLOAD_REPLAY_I.INVOKE_CALIBRATE
kecpEntryCancelReplay|DBMS_WORKLOAD_REPLAY_I.INVOKE_CANCEL_REPLAY
kecpEntryClientConnect|DBMS_WORKLOAD_REPLAY_I.INVOKE_CLIENT_CONNECT
kecpEntryClientVitals|DBMS_WORKLOAD_REPLAY_I.INVOKE_CLIENT_VITALS
kecpEntryEndReplayActions|DBMS_WORKLOAD_REPLAY_I.INVOKE_END_REPLAY_ACTIONS
kecpEntryFilters|DBMS_WORKLOAD_REPLAY_I.INVOKE_FILTERS
kecpEntryGetAdvancedParameter|DBMS_WORKLOAD_REPLAY_I.INVOKE_GET_ADVANCED_PARAMETER
kecpEntryGetCapDirType|DBMS_WORKLOAD_REPLAY_I.INVOKE_GET_CAPDIR_TYPE
kecpEntryGetCapturedTables|DBMS_WORKLOAD_REPLAY_I.INVOKE_GET_CAPTURED_TABLES
kecpEntryHandleRepDir|DBMS_WORKLOAD_REPLAY_I.INVOKE_HANDLE_REPDIR
kecpEntryIsReplayPaused|DBMS_WORKLOAD_REPLAY_I.INVOKE_IS_REPLAY_PAUSED
kecpEntryLoadDivergence|DBMS_WORKLOAD_REPLAY_I.INVOKE_LOAD_DIVERGENCE
kecpEntryPauseReplay|DBMS_WORKLOAD_REPLAY_I.INVOKE_PAUSE_REPLAY
kecpEntryPrepareReplay|DBMS_WORKLOAD_REPLAY_I.INVOKE_PREPARE_REPLAY
kecpEntrySetAdvancedParameter|DBMS_WORKLOAD_REPLAY_I.INVOKE_SET_ADVANCED_PARAMETER
kecpEntryStartReplay|DBMS_WORKLOAD_REPLAY_I.INVOKE_START_REPLAY
kecpGetClock|DBMS_WORKLOAD_REPLAY_I.INVOKE_GET_CLOCK
kecpPopulateDivergenceEntry|DBMS_WORKLOAD_REPLAY_I.INVOKE_POPULATE_DIVERGENCE
kecpSqlIdToOCINumber|DBMS_WORKLOAD_REPLAY_I.INVOKE_SQLID_TO_OCINUMBER
kecpValidateEncryptionPasswd|DBMS_WRR_INTERNAL.INVOKE_VALIDATE_ENC_PASSWD
kecpcEntryGenCapture|DBMS_WORKLOAD_REPLAY_I.INVOKE_GENERATE_CAPTURE
kecpcEntryParseLoginQueue|DBMS_WORKLOAD_REPLAY_I.INVOKE_PARSE_LOGIN_QUEUE
kecpcEntryScheduleEvent|DBMS_WORKLOAD_REPLAY_I.INVOKE_SCHEDULE_EVENT
kecppEntryLoadLongSqlText|DBMS_WORKLOAD_REPLAY_I.INVOKE_LOAD_LONG_SQLTEXT
kecppEntryProcessRecording|DBMS_WORKLOAD_REPLAY_I.INVOKE_PROCESS_CAPTURE
kecppGetWMDSyncMode|DBMS_WORKLOAD_REPLAY_I.INVOKE_GET_SYNC_MODE
kecprm|masking
kecprmEntryExtract|DBMS_RAT_MASK_INTERNAL.DBR_EXTRACT_CALLOUT
kecprmEntryReplace|DBMS_RAT_MASK_INTERNAL_DBR_MASK_CALLOUT
kecr_OS_seconds|DBMS_WRR_REPORT.OS_SECONDS
kecrCheckSqlsetPrivs|DBMS_WRR_INTERNAL.INVOKE_CHECK_SQLSET_PRIVS
kecrEntryAcquireLock|DBMS_WRR_INTERNAL.INVOKE_ACQUIRE_WRR_LOCK
kecrEntryDisResSes|DBMS_WRR_INTERNAL.INVOKE_DIS_RES_SESS
kecrEntryFinishRecord|DBMS_WORKLOAD_CAPTURE_I.INVOKE_FINISH_CAPTURE
kecrEntryReleaseLock|DBMS_WRR_INTERNAL.INVOKE_RELEASE_WRR_LOCK
kecrEntryStartRecord|DBMS_WORKLOAD_CAPTURE_I.INVOKE_START_CAPTURE
kecrEntrySwitchBucket|DBMS_WORKLOAD_CAPTURE_I.INVOKE_SWITCH_BUCKET
kecuDirExists|DBMS_WORKLOAD_CAPTURE_I.INVOKE_DIR_EXISTS
kecuGetDirPath|DBMS_WORKLOAD_CAPTURE_I.INVOKE_GET_PATH
kecuGetFeatureBooleanValue|DBMS_WRR_INTERNAL.INVOKE_GET_FEATURE_BOOL_VALUE
kecuSimpleCommand|DBMS_WRR_PROTECTED.INVOKE_SIMPLE_CMD
kecukghsfsNewfile|DBMS_WRR_INTERNAL.INVOKE_KGHSFSNEWFILE
kecuwReadWMD|DBMS_WRR_INTERNAL.INVOKE_READ_WMD
kecuwUpdateWMD|DBMS_WRR_INTERNAL.INVOKE_UPDATE_WMD
kegCheckRatOption|PRVT_SMGUTIL.CHECK_RAT_OPTION
kegPackEnabledPLSQL|PRVT_SMGUTIL.PRVT_PACK_ENABLED
kehASHqueryPLSQL|PRVT_HDM.GET_QUERY_PREDICATE
kehExecute|PRVT_HDM.EXECUTE
kehPlsqlValidateInstance|PRVT_HDM.VALIDATE_INSTANCE
kehePlsqlRacFloodControl|PRVT_RTADDM.RAC_FLOOD_CONTROL
keiut|UIT infrastructure
kel|server generated alert infrastructure
keltpost_plsql|DBMS_SERVER_ALERT_PRVT.POST_ALERT_I
kelr_reconcile_threshold|DBMS_SERVER_ALERT.RECONCILE_THRESHOLD
kelr_set_threshold|DBMS_SERVER_ALERT.SET_THRESHOLD
keomg|DBOP generic service/monitoring daemon
keomm|DBOP composite type
keommBeginOperationExt|DBMS_SQL_MONITOR.BEGIN_OPERATION_INT
keommEndOperationExt|DBMS_SQL_MONITOR.END_OPERATION_INT
keomn|DBOP monitoring
ker|orarep
kerctcBuildGenericTag|DBMS_REPORT.BUILD_GENERIC_TAG
kerpiFinishFullCapture|DBMS_AUTO_REPORT.FINISH_REPORT_CAPTURE_CALLOUT
kerpiMarkSqlMonEntryExt|DBMS_AUTO_REPORT_INTERNAL.I_MARK_SQLMON_CALLOUT
kerpiStartFullCapture|DBMS_AUTO_REPORT.START_REPORT_CAPTURE_CALLOUT
kertvApplySchemaExt|DBMS_REPORT.APPLY_XML_SCHEMA
kertvApplyXsltExt|DBMS_REPORT.APPLY_XSLT
kertvGetLargeParamValExt|DBMS_REPORT.KERTVGETLARGEPARAMETERVALEXT
kertvTransformHtmlToTextExt|DBMS_REPORT.TRANSFORM_HTML_TO_TEXT
kerutlBuildRRefStruct|DBMS_REPORT.BUILD_REPORT_REFERENCE_STRUCT
kerutlBuildRRefVararg|DBMS_REPORT.BUILD_REPORT_REFERENCE_VARG
kerutlCheckLrgModeExt|DBMS_REPORT.I_LRG_MODE
kerutlCheckCaptureXmlExt|DBMS_REPORT.I_CAPTURE_XML_ENABLED
kerutlCompressExt|DBMS_REPORT.I_COMPRESS_REPORT_CALLOUT
kerutlGetExpOsdPathExt|PRVT_EMX.GET_EXPANDED_OSD_PATH
kerutlIsRacExt|PRVT_EMX.IS_RAC
kerutlIsZlib2base64CompExt|DBMS_REPORT.I_IS_ZLIB2BASE64_CALLOUT
kerutlReadFileToLobExt|PRVT_EMX.I_READ_FILE_TO_LOB
kerutlReadXmlTypeFromFileExt|PRVTEMX_DBHOME.I_READ_XMLFILE
kerutlUnescapeRRefExt|DBMS_REPORT.I_UNESCAPE_REPORT_REF
kerutlValidateName|DBMS_REPORT.VALIDATE_NAME
kerutlValidateRefParam|DBMS_REPORT.VALIDATE_REF_PARAMETER
keum|dbms_umf(_internal)
keumatlc_acquire_top_lock_cb|DBMS_UMF_INTERNAL.ACQUIRE_TOPOLOGY_LOCK
keumbtxc_build_target_xml_co|DBMS_UMF_INTERNAL.BUILD_TARGET_XML_INTERNAL
keumcnc_config_node_co|DBMS_UMF.CONFIGURE_NODE_CO
keumctic_cpy_top_info_co|DBMS_UMF.COPY_TOPOLOGY_INFO_CO
keumdtic_del_top_info_co|DBMS_UMF.DELETE_TOPOLOGY_INFO_CO
keumggdnco|DBMS_UMF_INTERNAL.GET_GLOBAL_DBLINK_NAME_INT
keumgnnc_get_nn_co|DBMS_UMF.GET_NODE_NAME_LOCAL_CO
keumgtic_get_target_id_co|DBMS_UMF.GET_TARGET_ID_CO
keumgtnc_get_topology_name_co|DBMS_UMF.GET_TOPOLOGY_NAME_LOCAL_CO
keumitcc_is_tgt_capable_co|DBMS_UMF.IS_TGT_CAPABLE_CO
keummtsc_modify_top_sw_co|DBMS_UMF.TOPOLOGY_ROLE_CHANGE_CO
keumpclc_pop_cache_local_co|DBMS_UMF_INTERNAL.POP_CACHE_LOCAL_CO
keumqni2c_query_node_info2_co|DBMS_UMF.QUERY_NODE_INFO_ID_CO
keumqlic_query_link_info_co|DBMS_UMF.QUERY_LINK_INFO_CO
keumqnic_query_node_info_co|DBMS_UMF.QUERY_NODE_INFO_CO
keumrrc_register_remote_co|DBMS_UMF_INTERNAL.REGISTER_REMOTE_INTERNAL
keumrtlc_release_top_lock_cb|DBMS_UMF_INTERNAL.RELEASE_TOPOLOGY_LOCK
keumruec_umf_remote_enabled_co|DBMS_UMF_INTERNAL.UMF_REMOTE_ENABLED_CALLOUT
keumspfps_sub_pat_co|DBMS_UMF_PROTECTED.PSF_SUBSTITUTE_PAT2
keumswtc_sync_with_target_co|DBMS_UMF_INTERNAL.SYNC_WITH_TARGET_CO
keumunc_unconfig_node_co|DBMS_UMF.UNCONFIGURE_NODE_CO
keumurc_unreg_remote_co|DBMS_UMF_INTERNAL.UNREGISTER_REMOTE_INTERNAL
keumusotc_upd_svc_old_tgt_co|DBMS_UMF.UPD_SVC_OLD_TGT_CO
keumusr_update_service_remote|DBMS_UMF_INTERNAL.UPDATE_SERVICE_REMOTE_INT
keumxlc_xmlpar_load_c|DBMS_UMF_INTERNAL.TOPOLOGY_LOAD
kes|SQL manageability
kesai|infrastructure
kesaiCreateProfileExt|DBMS_SQLTUNE_INTERNAL.I_LOAD_SQL_PROFILE
kesaiRemoteCreatePlanBLExt|DBMS_SQLTUNE_INTERNAL.I_CREATE_SQL_PLAN_BL_REMOTE
kesaiRemoteAcceptProfileExt|DBMS_SQLTUNE_INTERNAL.I_ACCEPT_SQL_PROFILE_REMOTE
kesaiTuneSqlDriver|DBMS_SQLTUNE_INTERNAL.I_SUB_EXECUTE_CALLOUT
kesatm|infrastructure
kesdtcbCompressTestcaseCallout|DBMS_SQLTCB_INTERNAL.I_COMPRESS_TESTCASE_CALLOUT
kesdsCreateIncidentCallout|DBMS_SQLDIAG_INTERNAL.I_CREATE_INCIDENT_CALLOUT
kesdsIncidentid2SqlCallout|DBMS_SQLDIAG_INTERNAL.I_INCIDENTID_2_SQL_CALLOUT
kesdsRemoveIncidentCallout|DBMS_SQLDIAG_INTERNAL.I_REMOVE_INCIDENT_CALLOUT
keshs_alterExt|DBMS_SQLTUNE_INTERNAL.I_ALTER_SQL_PROFILE
keshs_clone|DBMS_SQLTUNE_INTERNAL.I_CLONE_SQL_PROFILE
keshs_create2Ext|DBMS_SQLTUNE_INTERNAL.I_CREATE_SQL_PROFILE
